"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"CHN","FDIRESTR","TELECOMMS","RESTR","A","2011",0.75,
"CHN","FDIRESTR","TELECOMMS","RESTR","A","2012",0.75,
"CHN","FDIRESTR","TELECOMMS","RESTR","A","2013",0.75,
"CHN","FDIRESTR","TELECOMMS","RESTR","A","2014",0.75,
"CHN","FDIRESTR","TELECOMMS","RESTR","A","2015",0.75,
"CHN","FDIRESTR","TELECOMMS","RESTR","A","2016",0.75,
"CHN","FDIRESTR","TELECOMMS","RESTR","A","2017",0.75,
"CHN","FDIRESTR","TELECOMMS","RESTR","A","2018",0.75,
"CHN","FDIRESTR","TELECOMMS","RESTR","A","2019",0.733,
"COL","FDIRESTR","TELECOMMS","RESTR","A","2010",0,
"COL","FDIRESTR","TELECOMMS","RESTR","A","2011",0,
"COL","FDIRESTR","TELECOMMS","RESTR","A","2012",0,
"COL","FDIRESTR","TELECOMMS","RESTR","A","2013",0,
"COL","FDIRESTR","TELECOMMS","RESTR","A","2014",0,
"COL","FDIRESTR","TELECOMMS","RESTR","A","2015",0,
"COL","FDIRESTR","TELECOMMS","RESTR","A","2016",0,
"COL","FDIRESTR","TELECOMMS","RESTR","A","2017",0,
"COL","FDIRESTR","TELECOMMS","RESTR","A","2018",0,
"COL","FDIRESTR","TELECOMMS","RESTR","A","2019",0,
"EGY","FDIRESTR","TELECOMMS","RESTR","A","2003",0.005,
"EGY","FDIRESTR","TELECOMMS","RESTR","A","2006",0.005,
"EGY","FDIRESTR","TELECOMMS","RESTR","A","2010",0.005,
"EGY","FDIRESTR","TELECOMMS","RESTR","A","2011",0.005,
"EGY","FDIRESTR","TELECOMMS","RESTR","A","2012",0.005,
"EGY","FDIRESTR","TELECOMMS","RESTR","A","2013",0.005,
"EGY","FDIRESTR","TELECOMMS","RESTR","A","2014",0.005,
"EGY","FDIRESTR","TELECOMMS","RESTR","A","2015",0.005,
"EGY","FDIRESTR","TELECOMMS","RESTR","A","2016",0.005,
"EGY","FDIRESTR","TELECOMMS","RESTR","A","2017",0.005,
"EGY","FDIRESTR","TELECOMMS","RESTR","A","2018",0.005,
"EGY","FDIRESTR","TELECOMMS","RESTR","A","2019",0.005,
"EST","FDIRESTR","TELECOMMS","RESTR","A","2003",0,
"EST","FDIRESTR","TELECOMMS","RESTR","A","2006",0,
"EST","FDIRESTR","TELECOMMS","RESTR","A","2010",0,
"EST","FDIRESTR","TELECOMMS","RESTR","A","2011",0,
"EST","FDIRESTR","TELECOMMS","RESTR","A","2012",0,
"EST","FDIRESTR","TELECOMMS","RESTR","A","2013",0,
"EST","FDIRESTR","TELECOMMS","RESTR","A","2014",0,
"EST","FDIRESTR","TELECOMMS","RESTR","A","2015",0,
"EST","FDIRESTR","TELECOMMS","RESTR","A","2016",0,
"EST","FDIRESTR","TELECOMMS","RESTR","A","2017",0,
"EST","FDIRESTR","TELECOMMS","RESTR","A","2018",0,
"EST","FDIRESTR","TELECOMMS","RESTR","A","2019",0,
"IND","FDIRESTR","TELECOMMS","RESTR","A","2003",0.7,
"IND","FDIRESTR","TELECOMMS","RESTR","A","2006",0.425,
"IND","FDIRESTR","TELECOMMS","RESTR","A","2010",0.425,
"IND","FDIRESTR","TELECOMMS","RESTR","A","2011",0.425,
"IND","FDIRESTR","TELECOMMS","RESTR","A","2012",0.425,
"IND","FDIRESTR","TELECOMMS","RESTR","A","2013",0.175,
"IND","FDIRESTR","TELECOMMS","RESTR","A","2014",0.175,
"IND","FDIRESTR","TELECOMMS","RESTR","A","2015",0.175,
"IND","FDIRESTR","TELECOMMS","RESTR","A","2016",0.175,
"IND","FDIRESTR","TELECOMMS","RESTR","A","2017",0.175,
"IND","FDIRESTR","TELECOMMS","RESTR","A","2018",0.175,
"IND","FDIRESTR","TELECOMMS","RESTR","A","2019",0.175,
"IDN","FDIRESTR","TELECOMMS","RESTR","A","2003",0.56,
"IDN","FDIRESTR","TELECOMMS","RESTR","A","2006",0.56,
"IDN","FDIRESTR","TELECOMMS","RESTR","A","2010",0.46,
"IDN","FDIRESTR","TELECOMMS","RESTR","A","2011",0.46,
"IDN","FDIRESTR","TELECOMMS","RESTR","A","2012",0.46,
"IDN","FDIRESTR","TELECOMMS","RESTR","A","2013",0.51,
"IDN","FDIRESTR","TELECOMMS","RESTR","A","2014",0.41,
"IDN","FDIRESTR","TELECOMMS","RESTR","A","2015",0.41,
"IDN","FDIRESTR","TELECOMMS","RESTR","A","2016",0.385,
"IDN","FDIRESTR","TELECOMMS","RESTR","A","2017",0.385,
"IDN","FDIRESTR","TELECOMMS","RESTR","A","2018",0.38,
"IDN","FDIRESTR","TELECOMMS","RESTR","A","2019",0.38,
"ISR","FDIRESTR","TELECOMMS","RESTR","A","2003",0.395,
"ISR","FDIRESTR","TELECOMMS","RESTR","A","2006",0.395,
"ISR","FDIRESTR","TELECOMMS","RESTR","A","2010",0.395,
"ISR","FDIRESTR","TELECOMMS","RESTR","A","2011",0.395,
"ISR","FDIRESTR","TELECOMMS","RESTR","A","2012",0.395,
"ISR","FDIRESTR","TELECOMMS","RESTR","A","2013",0.395,
"ISR","FDIRESTR","TELECOMMS","RESTR","A","2014",0.395,
"ISR","FDIRESTR","TELECOMMS","RESTR","A","2015",0.395,
"ISR","FDIRESTR","TELECOMMS","RESTR","A","2016",0.395,
"ISR","FDIRESTR","TELECOMMS","RESTR","A","2017",0.395,
"ISR","FDIRESTR","TELECOMMS","RESTR","A","2018",0.395,
"ISR","FDIRESTR","TELECOMMS","RESTR","A","2019",0.395,
"KAZ","FDIRESTR","TELECOMMS","RESTR","A","2010",0.4,
"KAZ","FDIRESTR","TELECOMMS","RESTR","A","2011",0.4,
"KAZ","FDIRESTR","TELECOMMS","RESTR","A","2012",0.4,
"KAZ","FDIRESTR","TELECOMMS","RESTR","A","2013",0.4,
"KAZ","FDIRESTR","TELECOMMS","RESTR","A","2014",0.4,
"KAZ","FDIRESTR","TELECOMMS","RESTR","A","2015",0.4,
"KAZ","FDIRESTR","TELECOMMS","RESTR","A","2016",0.14,
"KAZ","FDIRESTR","TELECOMMS","RESTR","A","2017",0.14,
"KAZ","FDIRESTR","TELECOMMS","RESTR","A","2018",0.14,
"KAZ","FDIRESTR","TELECOMMS","RESTR","A","2019",0.14,
"LVA","FDIRESTR","TELECOMMS","RESTR","A","2003",0.02,
"LVA","FDIRESTR","TELECOMMS","RESTR","A","2006",0.005,
"LVA","FDIRESTR","TELECOMMS","RESTR","A","2010",0.005,
"LVA","FDIRESTR","TELECOMMS","RESTR","A","2011",0.005,
"LVA","FDIRESTR","TELECOMMS","RESTR","A","2012",0.005,
"LVA","FDIRESTR","TELECOMMS","RESTR","A","2013",0.005,
"LVA","FDIRESTR","TELECOMMS","RESTR","A","2014",0.005,
"LVA","FDIRESTR","TELECOMMS","RESTR","A","2015",0.005,
"LVA","FDIRESTR","TELECOMMS","RESTR","A","2016",0.005,
"LVA","FDIRESTR","TELECOMMS","RESTR","A","2017",0.005,
"LVA","FDIRESTR","TELECOMMS","RESTR","A","2018",0.005,
"LVA","FDIRESTR","TELECOMMS","RESTR","A","2019",0.005,
"LTU","FDIRESTR","TELECOMMS","RESTR","A","2006",0.005,
"LTU","FDIRESTR","TELECOMMS","RESTR","A","2010",0.005,
"LTU","FDIRESTR","TELECOMMS","RESTR","A","2011",0.005,
"LTU","FDIRESTR","TELECOMMS","RESTR","A","2012",0.005,
"LTU","FDIRESTR","TELECOMMS","RESTR","A","2013",0.005,
"LTU","FDIRESTR","TELECOMMS","RESTR","A","2014",0.005,
"LTU","FDIRESTR","TELECOMMS","RESTR","A","2015",0.005,
"LTU","FDIRESTR","TELECOMMS","RESTR","A","2016",0.005,
"LTU","FDIRESTR","TELECOMMS","RESTR","A","2017",0.005,
"LTU","FDIRESTR","TELECOMMS","RESTR","A","2018",0.005,
"LTU","FDIRESTR","TELECOMMS","RESTR","A","2019",0.005,
"MYS","FDIRESTR","TELECOMMS","RESTR","A","2003",0.75,
"MYS","FDIRESTR","TELECOMMS","RESTR","A","2006",0.75,
"MYS","FDIRESTR","TELECOMMS","RESTR","A","2010",0.7,
"MYS","FDIRESTR","TELECOMMS","RESTR","A","2011",0.7,
"MYS","FDIRESTR","TELECOMMS","RESTR","A","2012",0.375,
"MYS","FDIRESTR","TELECOMMS","RESTR","A","2013",0.375,
"MYS","FDIRESTR","TELECOMMS","RESTR","A","2014",0.375,
"MYS","FDIRESTR","TELECOMMS","RESTR","A","2015",0.375,
"MYS","FDIRESTR","TELECOMMS","RESTR","A","2016",0.375,
"MYS","FDIRESTR","TELECOMMS","RESTR","A","2017",0.375,
"MYS","FDIRESTR","TELECOMMS","RESTR","A","2018",0.375,
"MYS","FDIRESTR","TELECOMMS","RESTR","A","2019",0.375,
"PER","FDIRESTR","TELECOMMS","RESTR","A","2010",0.05,
"PER","FDIRESTR","TELECOMMS","RESTR","A","2011",0.05,
"PER","FDIRESTR","TELECOMMS","RESTR","A","2012",0.05,
"PER","FDIRESTR","TELECOMMS","RESTR","A","2013",0.05,
"PER","FDIRESTR","TELECOMMS","RESTR","A","2014",0.05,
"PER","FDIRESTR","TELECOMMS","RESTR","A","2015",0.05,
"PER","FDIRESTR","TELECOMMS","RESTR","A","2016",0.05,
"PER","FDIRESTR","TELECOMMS","RESTR","A","2017",0.05,
"PER","FDIRESTR","TELECOMMS","RESTR","A","2018",0.05,
"PER","FDIRESTR","TELECOMMS","RESTR","A","2019",0.05,
"ROU","FDIRESTR","TELECOMMS","RESTR","A","2010",0,
"ROU","FDIRESTR","TELECOMMS","RESTR","A","2011",0,
"ROU","FDIRESTR","TELECOMMS","RESTR","A","2012",0,
"ROU","FDIRESTR","TELECOMMS","RESTR","A","2013",0,
"ROU","FDIRESTR","TELECOMMS","RESTR","A","2014",0,
"ROU","FDIRESTR","TELECOMMS","RESTR","A","2015",0,
"ROU","FDIRESTR","TELECOMMS","RESTR","A","2016",0,
"ROU","FDIRESTR","TELECOMMS","RESTR","A","2017",0,
"ROU","FDIRESTR","TELECOMMS","RESTR","A","2018",0,
"ROU","FDIRESTR","TELECOMMS","RESTR","A","2019",0,
"RUS","FDIRESTR","TELECOMMS","RESTR","A","2003",0.325,
"RUS","FDIRESTR","TELECOMMS","RESTR","A","2006",0.275,
"RUS","FDIRESTR","TELECOMMS","RESTR","A","2010",0.1,
"RUS","FDIRESTR","TELECOMMS","RESTR","A","2011",0.1,
"RUS","FDIRESTR","TELECOMMS","RESTR","A","2012",0.1,
"RUS","FDIRESTR","TELECOMMS","RESTR","A","2013",0.1,
"RUS","FDIRESTR","TELECOMMS","RESTR","A","2014",0.1,
"RUS","FDIRESTR","TELECOMMS","RESTR","A","2015",0.1,
"RUS","FDIRESTR","TELECOMMS","RESTR","A","2016",0.103,
"RUS","FDIRESTR","TELECOMMS","RESTR","A","2017",0.103,
"RUS","FDIRESTR","TELECOMMS","RESTR","A","2018",0.154,
"RUS","FDIRESTR","TELECOMMS","RESTR","A","2019",0.154,
"SAU","FDIRESTR","TELECOMMS","RESTR","A","2010",0.345,
"SAU","FDIRESTR","TELECOMMS","RESTR","A","2011",0.345,
"SAU","FDIRESTR","TELECOMMS","RESTR","A","2012",0.345,
"SAU","FDIRESTR","TELECOMMS","RESTR","A","2013",0.345,
"SAU","FDIRESTR","TELECOMMS","RESTR","A","2014",0.345,
"SAU","FDIRESTR","TELECOMMS","RESTR","A","2015",0.345,
"SAU","FDIRESTR","TELECOMMS","RESTR","A","2016",0.345,
"SAU","FDIRESTR","TELECOMMS","RESTR","A","2017",0.345,
"SAU","FDIRESTR","TELECOMMS","RESTR","A","2018",0.345,
"SAU","FDIRESTR","TELECOMMS","RESTR","A","2019",0.295,
"SVN","FDIRESTR","TELECOMMS","RESTR","A","2003",0,
"SVN","FDIRESTR","TELECOMMS","RESTR","A","2006",0,
"SVN","FDIRESTR","TELECOMMS","RESTR","A","2010",0,
"SVN","FDIRESTR","TELECOMMS","RESTR","A","2011",0,
"SVN","FDIRESTR","TELECOMMS","RESTR","A","2012",0,
"SVN","FDIRESTR","TELECOMMS","RESTR","A","2013",0,
"SVN","FDIRESTR","TELECOMMS","RESTR","A","2014",0,
"SVN","FDIRESTR","TELECOMMS","RESTR","A","2015",0,
"SVN","FDIRESTR","TELECOMMS","RESTR","A","2016",0,
"SVN","FDIRESTR","TELECOMMS","RESTR","A","2017",0,
"SVN","FDIRESTR","TELECOMMS","RESTR","A","2018",0,
"SVN","FDIRESTR","TELECOMMS","RESTR","A","2019",0,
"ZAF","FDIRESTR","TELECOMMS","RESTR","A","2003",0.06,
"ZAF","FDIRESTR","TELECOMMS","RESTR","A","2006",0.06,
"ZAF","FDIRESTR","TELECOMMS","RESTR","A","2010",0.01,
"ZAF","FDIRESTR","TELECOMMS","RESTR","A","2011",0.01,
"ZAF","FDIRESTR","TELECOMMS","RESTR","A","2012",0.01,
"ZAF","FDIRESTR","TELECOMMS","RESTR","A","2013",0.01,
"ZAF","FDIRESTR","TELECOMMS","RESTR","A","2014",0.01,
"ZAF","FDIRESTR","TELECOMMS","RESTR","A","2015",0.01,
"ZAF","FDIRESTR","TELECOMMS","RESTR","A","2016",0.01,
"ZAF","FDIRESTR","TELECOMMS","RESTR","A","2017",0.01,
"ZAF","FDIRESTR","TELECOMMS","RESTR","A","2018",0.01,
"ZAF","FDIRESTR","TELECOMMS","RESTR","A","2019",0.01,
"UKR","FDIRESTR","TELECOMMS","RESTR","A","2010",0.1,
"UKR","FDIRESTR","TELECOMMS","RESTR","A","2011",0.1,
"UKR","FDIRESTR","TELECOMMS","RESTR","A","2012",0.1,
"UKR","FDIRESTR","TELECOMMS","RESTR","A","2013",0.1,
"UKR","FDIRESTR","TELECOMMS","RESTR","A","2014",0.08,
"UKR","FDIRESTR","TELECOMMS","RESTR","A","2015",0.08,
"UKR","FDIRESTR","TELECOMMS","RESTR","A","2016",0.08,
"UKR","FDIRESTR","TELECOMMS","RESTR","A","2017",0.08,
"UKR","FDIRESTR","TELECOMMS","RESTR","A","2018",0.08,
"UKR","FDIRESTR","TELECOMMS","RESTR","A","2019",0.08,
"OAVG","FDIRESTR","TELECOMMS","RESTR","A","2003",0.128,
"OAVG","FDIRESTR","TELECOMMS","RESTR","A","2006",0.104,
"OAVG","FDIRESTR","TELECOMMS","RESTR","A","2010",0.094,
"OAVG","FDIRESTR","TELECOMMS","RESTR","A","2011",0.094,
"OAVG","FDIRESTR","TELECOMMS","RESTR","A","2012",0.093,
"OAVG","FDIRESTR","TELECOMMS","RESTR","A","2013",0.081,
"OAVG","FDIRESTR","TELECOMMS","RESTR","A","2014",0.081,
"OAVG","FDIRESTR","TELECOMMS","RESTR","A","2015",0.081,
"OAVG","FDIRESTR","TELECOMMS","RESTR","A","2016",0.081,
"OAVG","FDIRESTR","TELECOMMS","RESTR","A","2017",0.08,
"OAVG","FDIRESTR","TELECOMMS","RESTR","A","2018",0.08,
"OAVG","FDIRESTR","TELECOMMS","RESTR","A","2019",0.08,
"CRI","FDIRESTR","TELECOMMS","RESTR","A","2012",0.025,
"CRI","FDIRESTR","TELECOMMS","RESTR","A","2013",0.025,
"CRI","FDIRESTR","TELECOMMS","RESTR","A","2014",0.025,
"CRI","FDIRESTR","TELECOMMS","RESTR","A","2015",0.025,
"CRI","FDIRESTR","TELECOMMS","RESTR","A","2016",0.025,
"CRI","FDIRESTR","TELECOMMS","RESTR","A","2017",0.025,
"CRI","FDIRESTR","TELECOMMS","RESTR","A","2018",0.025,
"CRI","FDIRESTR","TELECOMMS","RESTR","A","2019",0.025,
"JOR","FDIRESTR","TELECOMMS","RESTR","A","2012",0.095,
"JOR","FDIRESTR","TELECOMMS","RESTR","A","2013",0.095,
"JOR","FDIRESTR","TELECOMMS","RESTR","A","2014",0.095,
"JOR","FDIRESTR","TELECOMMS","RESTR","A","2015",0.095,
"JOR","FDIRESTR","TELECOMMS","RESTR","A","2016",0.045,
"JOR","FDIRESTR","TELECOMMS","RESTR","A","2017",0.045,
"JOR","FDIRESTR","TELECOMMS","RESTR","A","2018",0.045,
"JOR","FDIRESTR","TELECOMMS","RESTR","A","2019",0.045,
"KGZ","FDIRESTR","TELECOMMS","RESTR","A","2012",0.055,
"KGZ","FDIRESTR","TELECOMMS","RESTR","A","2013",0.055,
"KGZ","FDIRESTR","TELECOMMS","RESTR","A","2014",0.055,
"KGZ","FDIRESTR","TELECOMMS","RESTR","A","2015",0.055,
"KGZ","FDIRESTR","TELECOMMS","RESTR","A","2016",0.055,
"KGZ","FDIRESTR","TELECOMMS","RESTR","A","2017",0.055,
"KGZ","FDIRESTR","TELECOMMS","RESTR","A","2018",0.055,
"KGZ","FDIRESTR","TELECOMMS","RESTR","A","2019",0.055,
"MNG","FDIRESTR","TELECOMMS","RESTR","A","2012",0.25,
"MNG","FDIRESTR","TELECOMMS","RESTR","A","2013",0.06,
"MNG","FDIRESTR","TELECOMMS","RESTR","A","2014",0.06,
"MNG","FDIRESTR","TELECOMMS","RESTR","A","2015",0.06,
"MNG","FDIRESTR","TELECOMMS","RESTR","A","2016",0.06,
"MNG","FDIRESTR","TELECOMMS","RESTR","A","2017",0.06,
"MNG","FDIRESTR","TELECOMMS","RESTR","A","2018",0.06,
"MNG","FDIRESTR","TELECOMMS","RESTR","A","2019",0.06,
"MAR","FDIRESTR","TELECOMMS","RESTR","A","2010",0,
"MAR","FDIRESTR","TELECOMMS","RESTR","A","2011",0,
"MAR","FDIRESTR","TELECOMMS","RESTR","A","2012",0,
"MAR","FDIRESTR","TELECOMMS","RESTR","A","2013",0,
"MAR","FDIRESTR","TELECOMMS","RESTR","A","2014",0,
"MAR","FDIRESTR","TELECOMMS","RESTR","A","2015",0,
"MAR","FDIRESTR","TELECOMMS","RESTR","A","2016",0,
"MAR","FDIRESTR","TELECOMMS","RESTR","A","2017",0,
"MAR","FDIRESTR","TELECOMMS","RESTR","A","2018",0,
"MAR","FDIRESTR","TELECOMMS","RESTR","A","2019",0,
"MMR","FDIRESTR","TELECOMMS","RESTR","A","2013",0.105,
"MMR","FDIRESTR","TELECOMMS","RESTR","A","2014",0.105,
"MMR","FDIRESTR","TELECOMMS","RESTR","A","2015",0.105,
"MMR","FDIRESTR","TELECOMMS","RESTR","A","2016",0.105,
"MMR","FDIRESTR","TELECOMMS","RESTR","A","2017",0.005,
"MMR","FDIRESTR","TELECOMMS","RESTR","A","2018",0.005,
"MMR","FDIRESTR","TELECOMMS","RESTR","A","2019",0.005,
"TUN","FDIRESTR","TELECOMMS","RESTR","A","2010",0.313,
"TUN","FDIRESTR","TELECOMMS","RESTR","A","2011",0.313,
"TUN","FDIRESTR","TELECOMMS","RESTR","A","2012",0.313,
"TUN","FDIRESTR","TELECOMMS","RESTR","A","2013",0.313,
"TUN","FDIRESTR","TELECOMMS","RESTR","A","2014",0.313,
"TUN","FDIRESTR","TELECOMMS","RESTR","A","2015",0.313,
"TUN","FDIRESTR","TELECOMMS","RESTR","A","2016",0.313,
"TUN","FDIRESTR","TELECOMMS","RESTR","A","2017",0.313,
"TUN","FDIRESTR","TELECOMMS","RESTR","A","2018",0.313,
"TUN","FDIRESTR","TELECOMMS","RESTR","A","2019",0.313,
"PHL","FDIRESTR","TELECOMMS","RESTR","A","2003",0.665,
"PHL","FDIRESTR","TELECOMMS","RESTR","A","2006",0.665,
"PHL","FDIRESTR","TELECOMMS","RESTR","A","2010",0.665,
"PHL","FDIRESTR","TELECOMMS","RESTR","A","2011",0.665,
"PHL","FDIRESTR","TELECOMMS","RESTR","A","2012",0.665,
"PHL","FDIRESTR","TELECOMMS","RESTR","A","2013",0.665,
"PHL","FDIRESTR","TELECOMMS","RESTR","A","2014",0.665,
"PHL","FDIRESTR","TELECOMMS","RESTR","A","2015",0.665,
"PHL","FDIRESTR","TELECOMMS","RESTR","A","2016",0.665,
"PHL","FDIRESTR","TELECOMMS","RESTR","A","2017",0.665,
"PHL","FDIRESTR","TELECOMMS","RESTR","A","2018",0.65,
"PHL","FDIRESTR","TELECOMMS","RESTR","A","2019",0.65,
"KHM","FDIRESTR","TELECOMMS","RESTR","A","2016",0.01,
"KHM","FDIRESTR","TELECOMMS","RESTR","A","2017",0.01,
"KHM","FDIRESTR","TELECOMMS","RESTR","A","2018",0.01,
"KHM","FDIRESTR","TELECOMMS","RESTR","A","2019",0.01,
"LAO","FDIRESTR","TELECOMMS","RESTR","A","2016",0.13,
"LAO","FDIRESTR","TELECOMMS","RESTR","A","2017",0.08,
"LAO","FDIRESTR","TELECOMMS","RESTR","A","2018",0.08,
"LAO","FDIRESTR","TELECOMMS","RESTR","A","2019",0.08,
"VNM","FDIRESTR","TELECOMMS","RESTR","A","2003",0.55,
"VNM","FDIRESTR","TELECOMMS","RESTR","A","2006",0.5,
"VNM","FDIRESTR","TELECOMMS","RESTR","A","2010",0.633,
"VNM","FDIRESTR","TELECOMMS","RESTR","A","2011",0.633,
"VNM","FDIRESTR","TELECOMMS","RESTR","A","2012",0.633,
"VNM","FDIRESTR","TELECOMMS","RESTR","A","2013",0.633,
"VNM","FDIRESTR","TELECOMMS","RESTR","A","2014",0.633,
"VNM","FDIRESTR","TELECOMMS","RESTR","A","2015",0.583,
"VNM","FDIRESTR","TELECOMMS","RESTR","A","2016",0.583,
"VNM","FDIRESTR","TELECOMMS","RESTR","A","2017",0.583,
"VNM","FDIRESTR","TELECOMMS","RESTR","A","2018",0.583,
"VNM","FDIRESTR","TELECOMMS","RESTR","A","2019",0.583,
"ALB","FDIRESTR","TELECOMMS","RESTR","A","2017",0.03,
"ALB","FDIRESTR","TELECOMMS","RESTR","A","2018",0.03,
"ALB","FDIRESTR","TELECOMMS","RESTR","A","2019",0.03,
"BIH","FDIRESTR","TELECOMMS","RESTR","A","2017",0.03,
"BIH","FDIRESTR","TELECOMMS","RESTR","A","2018",0.03,
"BIH","FDIRESTR","TELECOMMS","RESTR","A","2019",0.03,
"MKD","FDIRESTR","TELECOMMS","RESTR","A","2017",0.014,
"MKD","FDIRESTR","TELECOMMS","RESTR","A","2018",0.014,
"MKD","FDIRESTR","TELECOMMS","RESTR","A","2019",0.014,
"SRB","FDIRESTR","TELECOMMS","RESTR","A","2017",0.03,
"SRB","FDIRESTR","TELECOMMS","RESTR","A","2018",0.03,
"SRB","FDIRESTR","TELECOMMS","RESTR","A","2019",0.03,
"MNE","FDIRESTR","TELECOMMS","RESTR","A","2017",0,
"MNE","FDIRESTR","TELECOMMS","RESTR","A","2018",0,
"MNE","FDIRESTR","TELECOMMS","RESTR","A","2019",0,
"HRV","FDIRESTR","TELECOMMS","RESTR","A","2018",0.014,
"HRV","FDIRESTR","TELECOMMS","RESTR","A","2019",0.014,
"ARM","FDIRESTR","TELECOMMS","RESTR","A","2018",0,
"ARM","FDIRESTR","TELECOMMS","RESTR","A","2019",0,
"DZA","FDIRESTR","TELECOMMS","RESTR","A","2019",0.55,
"AZE","FDIRESTR","TELECOMMS","RESTR","A","2019",0.01,
"BLR","FDIRESTR","TELECOMMS","RESTR","A","2019",0.01,
"BRN","FDIRESTR","TELECOMMS","RESTR","A","2018",0.25,
"BRN","FDIRESTR","TELECOMMS","RESTR","A","2019",0.25,
"GEO","FDIRESTR","TELECOMMS","RESTR","A","2019",0,
"LBN","FDIRESTR","TELECOMMS","RESTR","A","2019",0.255,
"LBY","FDIRESTR","TELECOMMS","RESTR","A","2019",0.63,
"MDA","FDIRESTR","TELECOMMS","RESTR","A","2019",0.05,
"PSE","FDIRESTR","TELECOMMS","RESTR","A","2019",0.5,
"SGP","FDIRESTR","TELECOMMS","RESTR","A","2018",0.05,
"SGP","FDIRESTR","TELECOMMS","RESTR","A","2019",0.063,
"TJK","FDIRESTR","TELECOMMS","RESTR","A","2019",0.03,
"THA","FDIRESTR","TELECOMMS","RESTR","A","2003",0.515,
"THA","FDIRESTR","TELECOMMS","RESTR","A","2006",0.515,
"THA","FDIRESTR","TELECOMMS","RESTR","A","2010",0.515,
"THA","FDIRESTR","TELECOMMS","RESTR","A","2011",0.515,
"THA","FDIRESTR","TELECOMMS","RESTR","A","2012",0.515,
"THA","FDIRESTR","TELECOMMS","RESTR","A","2013",0.515,
"THA","FDIRESTR","TELECOMMS","RESTR","A","2014",0.515,
"THA","FDIRESTR","TELECOMMS","RESTR","A","2015",0.515,
"THA","FDIRESTR","TELECOMMS","RESTR","A","2016",0.515,
"THA","FDIRESTR","TELECOMMS","RESTR","A","2017",0.49,
"THA","FDIRESTR","TELECOMMS","RESTR","A","2018",0.49,
"THA","FDIRESTR","TELECOMMS","RESTR","A","2019",0.49,
"URY","FDIRESTR","TELECOMMS","RESTR","A","2019",0,
"UZB","FDIRESTR","TELECOMMS","RESTR","A","2019",0.02,
