"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"COL","FDIRESTR","DISTRIB","RESTR","A","2016",0,
"COL","FDIRESTR","DISTRIB","RESTR","A","2017",0,
"COL","FDIRESTR","DISTRIB","RESTR","A","2018",0,
"COL","FDIRESTR","DISTRIB","RESTR","A","2019",0,
"EGY","FDIRESTR","DISTRIB","RESTR","A","2003",0.605,
"EGY","FDIRESTR","DISTRIB","RESTR","A","2006",0.605,
"EGY","FDIRESTR","DISTRIB","RESTR","A","2010",0.605,
"EGY","FDIRESTR","DISTRIB","RESTR","A","2011",0.605,
"EGY","FDIRESTR","DISTRIB","RESTR","A","2012",0.605,
"EGY","FDIRESTR","DISTRIB","RESTR","A","2013",0.605,
"EGY","FDIRESTR","DISTRIB","RESTR","A","2014",0.605,
"EGY","FDIRESTR","DISTRIB","RESTR","A","2015",0.605,
"EGY","FDIRESTR","DISTRIB","RESTR","A","2016",0.605,
"EGY","FDIRESTR","DISTRIB","RESTR","A","2017",0.255,
"EGY","FDIRESTR","DISTRIB","RESTR","A","2018",0.255,
"EGY","FDIRESTR","DISTRIB","RESTR","A","2019",0.255,
"EST","FDIRESTR","DISTRIB","RESTR","A","2003",0,
"EST","FDIRESTR","DISTRIB","RESTR","A","2006",0,
"EST","FDIRESTR","DISTRIB","RESTR","A","2010",0,
"EST","FDIRESTR","DISTRIB","RESTR","A","2011",0,
"EST","FDIRESTR","DISTRIB","RESTR","A","2012",0,
"EST","FDIRESTR","DISTRIB","RESTR","A","2013",0,
"EST","FDIRESTR","DISTRIB","RESTR","A","2014",0,
"EST","FDIRESTR","DISTRIB","RESTR","A","2015",0,
"EST","FDIRESTR","DISTRIB","RESTR","A","2016",0,
"EST","FDIRESTR","DISTRIB","RESTR","A","2017",0,
"EST","FDIRESTR","DISTRIB","RESTR","A","2018",0,
"EST","FDIRESTR","DISTRIB","RESTR","A","2019",0,
"IND","FDIRESTR","DISTRIB","RESTR","A","2003",0.59,
"IND","FDIRESTR","DISTRIB","RESTR","A","2006",0.438,
"IND","FDIRESTR","DISTRIB","RESTR","A","2010",0.438,
"IND","FDIRESTR","DISTRIB","RESTR","A","2011",0.438,
"IND","FDIRESTR","DISTRIB","RESTR","A","2012",0.319,
"IND","FDIRESTR","DISTRIB","RESTR","A","2013",0.306,
"IND","FDIRESTR","DISTRIB","RESTR","A","2014",0.313,
"IND","FDIRESTR","DISTRIB","RESTR","A","2015",0.298,
"IND","FDIRESTR","DISTRIB","RESTR","A","2016",0.298,
"IND","FDIRESTR","DISTRIB","RESTR","A","2017",0.298,
"IND","FDIRESTR","DISTRIB","RESTR","A","2018",0.285,
"IND","FDIRESTR","DISTRIB","RESTR","A","2019",0.284,
"IDN","FDIRESTR","DISTRIB","RESTR","A","2003",0.56,
"IDN","FDIRESTR","DISTRIB","RESTR","A","2006",0.56,
"IDN","FDIRESTR","DISTRIB","RESTR","A","2010",0.56,
"IDN","FDIRESTR","DISTRIB","RESTR","A","2011",0.56,
"IDN","FDIRESTR","DISTRIB","RESTR","A","2012",0.56,
"IDN","FDIRESTR","DISTRIB","RESTR","A","2013",0.61,
"IDN","FDIRESTR","DISTRIB","RESTR","A","2014",0.741,
"IDN","FDIRESTR","DISTRIB","RESTR","A","2015",0.741,
"IDN","FDIRESTR","DISTRIB","RESTR","A","2016",0.56,
"IDN","FDIRESTR","DISTRIB","RESTR","A","2017",0.56,
"IDN","FDIRESTR","DISTRIB","RESTR","A","2018",0.555,
"IDN","FDIRESTR","DISTRIB","RESTR","A","2019",0.555,
"ISR","FDIRESTR","DISTRIB","RESTR","A","2003",0.02,
"ISR","FDIRESTR","DISTRIB","RESTR","A","2006",0.02,
"ISR","FDIRESTR","DISTRIB","RESTR","A","2010",0.02,
"ISR","FDIRESTR","DISTRIB","RESTR","A","2011",0.02,
"ISR","FDIRESTR","DISTRIB","RESTR","A","2012",0.02,
"ISR","FDIRESTR","DISTRIB","RESTR","A","2013",0.02,
"ISR","FDIRESTR","DISTRIB","RESTR","A","2014",0.02,
"ISR","FDIRESTR","DISTRIB","RESTR","A","2015",0.02,
"ISR","FDIRESTR","DISTRIB","RESTR","A","2016",0.02,
"ISR","FDIRESTR","DISTRIB","RESTR","A","2017",0.02,
"ISR","FDIRESTR","DISTRIB","RESTR","A","2018",0.02,
"ISR","FDIRESTR","DISTRIB","RESTR","A","2019",0.02,
"KAZ","FDIRESTR","DISTRIB","RESTR","A","2010",0.05,
"KAZ","FDIRESTR","DISTRIB","RESTR","A","2011",0.05,
"KAZ","FDIRESTR","DISTRIB","RESTR","A","2012",0.05,
"KAZ","FDIRESTR","DISTRIB","RESTR","A","2013",0.05,
"KAZ","FDIRESTR","DISTRIB","RESTR","A","2014",0.05,
"KAZ","FDIRESTR","DISTRIB","RESTR","A","2015",0.05,
"KAZ","FDIRESTR","DISTRIB","RESTR","A","2016",0.04,
"KAZ","FDIRESTR","DISTRIB","RESTR","A","2017",0.04,
"KAZ","FDIRESTR","DISTRIB","RESTR","A","2018",0.04,
"KAZ","FDIRESTR","DISTRIB","RESTR","A","2019",0.04,
"LVA","FDIRESTR","DISTRIB","RESTR","A","2003",0.02,
"LVA","FDIRESTR","DISTRIB","RESTR","A","2006",0.005,
"LVA","FDIRESTR","DISTRIB","RESTR","A","2010",0.005,
"LVA","FDIRESTR","DISTRIB","RESTR","A","2011",0.005,
"LVA","FDIRESTR","DISTRIB","RESTR","A","2012",0.005,
"LVA","FDIRESTR","DISTRIB","RESTR","A","2013",0.005,
"LVA","FDIRESTR","DISTRIB","RESTR","A","2014",0.005,
"LVA","FDIRESTR","DISTRIB","RESTR","A","2015",0.005,
"LVA","FDIRESTR","DISTRIB","RESTR","A","2016",0.005,
"LVA","FDIRESTR","DISTRIB","RESTR","A","2017",0.005,
"LVA","FDIRESTR","DISTRIB","RESTR","A","2018",0.005,
"LVA","FDIRESTR","DISTRIB","RESTR","A","2019",0.005,
"LTU","FDIRESTR","DISTRIB","RESTR","A","2006",0.005,
"LTU","FDIRESTR","DISTRIB","RESTR","A","2010",0.005,
"LTU","FDIRESTR","DISTRIB","RESTR","A","2011",0.005,
"LTU","FDIRESTR","DISTRIB","RESTR","A","2012",0.005,
"LTU","FDIRESTR","DISTRIB","RESTR","A","2013",0.005,
"LTU","FDIRESTR","DISTRIB","RESTR","A","2014",0.005,
"LTU","FDIRESTR","DISTRIB","RESTR","A","2015",0.005,
"LTU","FDIRESTR","DISTRIB","RESTR","A","2016",0.005,
"LTU","FDIRESTR","DISTRIB","RESTR","A","2017",0.005,
"LTU","FDIRESTR","DISTRIB","RESTR","A","2018",0.005,
"LTU","FDIRESTR","DISTRIB","RESTR","A","2019",0.005,
"MYS","FDIRESTR","DISTRIB","RESTR","A","2003",0.57,
"MYS","FDIRESTR","DISTRIB","RESTR","A","2006",0.57,
"MYS","FDIRESTR","DISTRIB","RESTR","A","2010",0.437,
"MYS","FDIRESTR","DISTRIB","RESTR","A","2011",0.437,
"MYS","FDIRESTR","DISTRIB","RESTR","A","2012",0.437,
"MYS","FDIRESTR","DISTRIB","RESTR","A","2013",0.437,
"MYS","FDIRESTR","DISTRIB","RESTR","A","2014",0.437,
"MYS","FDIRESTR","DISTRIB","RESTR","A","2015",0.437,
"MYS","FDIRESTR","DISTRIB","RESTR","A","2016",0.437,
"MYS","FDIRESTR","DISTRIB","RESTR","A","2017",0.437,
"MYS","FDIRESTR","DISTRIB","RESTR","A","2018",0.437,
"MYS","FDIRESTR","DISTRIB","RESTR","A","2019",0.437,
"PER","FDIRESTR","DISTRIB","RESTR","A","2010",0.05,
"PER","FDIRESTR","DISTRIB","RESTR","A","2011",0.05,
"PER","FDIRESTR","DISTRIB","RESTR","A","2012",0.05,
"PER","FDIRESTR","DISTRIB","RESTR","A","2013",0.05,
"PER","FDIRESTR","DISTRIB","RESTR","A","2014",0.05,
"PER","FDIRESTR","DISTRIB","RESTR","A","2015",0.05,
"PER","FDIRESTR","DISTRIB","RESTR","A","2016",0.05,
"PER","FDIRESTR","DISTRIB","RESTR","A","2017",0.05,
"PER","FDIRESTR","DISTRIB","RESTR","A","2018",0.05,
"PER","FDIRESTR","DISTRIB","RESTR","A","2019",0.05,
"ROU","FDIRESTR","DISTRIB","RESTR","A","2010",0,
"ROU","FDIRESTR","DISTRIB","RESTR","A","2011",0,
"ROU","FDIRESTR","DISTRIB","RESTR","A","2012",0,
"ROU","FDIRESTR","DISTRIB","RESTR","A","2013",0,
"ROU","FDIRESTR","DISTRIB","RESTR","A","2014",0,
"ROU","FDIRESTR","DISTRIB","RESTR","A","2015",0,
"ROU","FDIRESTR","DISTRIB","RESTR","A","2016",0,
"ROU","FDIRESTR","DISTRIB","RESTR","A","2017",0,
"ROU","FDIRESTR","DISTRIB","RESTR","A","2018",0,
"ROU","FDIRESTR","DISTRIB","RESTR","A","2019",0,
"RUS","FDIRESTR","DISTRIB","RESTR","A","2003",0.2,
"RUS","FDIRESTR","DISTRIB","RESTR","A","2006",0.15,
"RUS","FDIRESTR","DISTRIB","RESTR","A","2010",0.05,
"RUS","FDIRESTR","DISTRIB","RESTR","A","2011",0.05,
"RUS","FDIRESTR","DISTRIB","RESTR","A","2012",0.05,
"RUS","FDIRESTR","DISTRIB","RESTR","A","2013",0.05,
"RUS","FDIRESTR","DISTRIB","RESTR","A","2014",0.05,
"RUS","FDIRESTR","DISTRIB","RESTR","A","2015",0.05,
"RUS","FDIRESTR","DISTRIB","RESTR","A","2016",0.053,
"RUS","FDIRESTR","DISTRIB","RESTR","A","2017",0.053,
"RUS","FDIRESTR","DISTRIB","RESTR","A","2018",0.154,
"RUS","FDIRESTR","DISTRIB","RESTR","A","2019",0.154,
"SAU","FDIRESTR","DISTRIB","RESTR","A","2010",0.345,
"SAU","FDIRESTR","DISTRIB","RESTR","A","2011",0.345,
"SAU","FDIRESTR","DISTRIB","RESTR","A","2012",0.345,
"SAU","FDIRESTR","DISTRIB","RESTR","A","2013",0.345,
"SAU","FDIRESTR","DISTRIB","RESTR","A","2014",0.345,
"SAU","FDIRESTR","DISTRIB","RESTR","A","2015",0.345,
"SAU","FDIRESTR","DISTRIB","RESTR","A","2016",0.32,
"SAU","FDIRESTR","DISTRIB","RESTR","A","2017",0.32,
"SAU","FDIRESTR","DISTRIB","RESTR","A","2018",0.32,
"SAU","FDIRESTR","DISTRIB","RESTR","A","2019",0.32,
"SVN","FDIRESTR","DISTRIB","RESTR","A","2003",0,
"SVN","FDIRESTR","DISTRIB","RESTR","A","2006",0,
"SVN","FDIRESTR","DISTRIB","RESTR","A","2010",0,
"SVN","FDIRESTR","DISTRIB","RESTR","A","2011",0,
"SVN","FDIRESTR","DISTRIB","RESTR","A","2012",0,
"SVN","FDIRESTR","DISTRIB","RESTR","A","2013",0,
"SVN","FDIRESTR","DISTRIB","RESTR","A","2014",0,
"SVN","FDIRESTR","DISTRIB","RESTR","A","2015",0,
"SVN","FDIRESTR","DISTRIB","RESTR","A","2016",0,
"SVN","FDIRESTR","DISTRIB","RESTR","A","2017",0,
"SVN","FDIRESTR","DISTRIB","RESTR","A","2018",0,
"SVN","FDIRESTR","DISTRIB","RESTR","A","2019",0,
"ZAF","FDIRESTR","DISTRIB","RESTR","A","2003",0.06,
"ZAF","FDIRESTR","DISTRIB","RESTR","A","2006",0.06,
"ZAF","FDIRESTR","DISTRIB","RESTR","A","2010",0.01,
"ZAF","FDIRESTR","DISTRIB","RESTR","A","2011",0.01,
"ZAF","FDIRESTR","DISTRIB","RESTR","A","2012",0.01,
"ZAF","FDIRESTR","DISTRIB","RESTR","A","2013",0.01,
"ZAF","FDIRESTR","DISTRIB","RESTR","A","2014",0.01,
"ZAF","FDIRESTR","DISTRIB","RESTR","A","2015",0.01,
"ZAF","FDIRESTR","DISTRIB","RESTR","A","2016",0.01,
"ZAF","FDIRESTR","DISTRIB","RESTR","A","2017",0.01,
"ZAF","FDIRESTR","DISTRIB","RESTR","A","2018",0.01,
"ZAF","FDIRESTR","DISTRIB","RESTR","A","2019",0.01,
"UKR","FDIRESTR","DISTRIB","RESTR","A","2010",0.125,
"UKR","FDIRESTR","DISTRIB","RESTR","A","2011",0.125,
"UKR","FDIRESTR","DISTRIB","RESTR","A","2012",0.125,
"UKR","FDIRESTR","DISTRIB","RESTR","A","2013",0.125,
"UKR","FDIRESTR","DISTRIB","RESTR","A","2014",0.08,
"UKR","FDIRESTR","DISTRIB","RESTR","A","2015",0.08,
"UKR","FDIRESTR","DISTRIB","RESTR","A","2016",0.08,
"UKR","FDIRESTR","DISTRIB","RESTR","A","2017",0.08,
"UKR","FDIRESTR","DISTRIB","RESTR","A","2018",0.08,
"UKR","FDIRESTR","DISTRIB","RESTR","A","2019",0.08,
"OAVG","FDIRESTR","DISTRIB","RESTR","A","2003",0.036,
"OAVG","FDIRESTR","DISTRIB","RESTR","A","2006",0.026,
"OAVG","FDIRESTR","DISTRIB","RESTR","A","2010",0.02,
"OAVG","FDIRESTR","DISTRIB","RESTR","A","2011",0.02,
"OAVG","FDIRESTR","DISTRIB","RESTR","A","2012",0.02,
"OAVG","FDIRESTR","DISTRIB","RESTR","A","2013",0.02,
"OAVG","FDIRESTR","DISTRIB","RESTR","A","2014",0.02,
"OAVG","FDIRESTR","DISTRIB","RESTR","A","2015",0.02,
"OAVG","FDIRESTR","DISTRIB","RESTR","A","2016",0.018,
"OAVG","FDIRESTR","DISTRIB","RESTR","A","2017",0.018,
"OAVG","FDIRESTR","DISTRIB","RESTR","A","2018",0.018,
"OAVG","FDIRESTR","DISTRIB","RESTR","A","2019",0.018,
"CRI","FDIRESTR","DISTRIB","RESTR","A","2012",0,
"CRI","FDIRESTR","DISTRIB","RESTR","A","2013",0,
"CRI","FDIRESTR","DISTRIB","RESTR","A","2014",0,
"CRI","FDIRESTR","DISTRIB","RESTR","A","2015",0,
"CRI","FDIRESTR","DISTRIB","RESTR","A","2016",0,
"CRI","FDIRESTR","DISTRIB","RESTR","A","2017",0,
"CRI","FDIRESTR","DISTRIB","RESTR","A","2018",0,
"CRI","FDIRESTR","DISTRIB","RESTR","A","2019",0,
"JOR","FDIRESTR","DISTRIB","RESTR","A","2012",0.623,
"JOR","FDIRESTR","DISTRIB","RESTR","A","2013",0.623,
"JOR","FDIRESTR","DISTRIB","RESTR","A","2014",0.623,
"JOR","FDIRESTR","DISTRIB","RESTR","A","2015",0.623,
"JOR","FDIRESTR","DISTRIB","RESTR","A","2016",0.573,
"JOR","FDIRESTR","DISTRIB","RESTR","A","2017",0.573,
"JOR","FDIRESTR","DISTRIB","RESTR","A","2018",0.573,
"JOR","FDIRESTR","DISTRIB","RESTR","A","2019",0.545,
"KGZ","FDIRESTR","DISTRIB","RESTR","A","2012",0.08,
"KGZ","FDIRESTR","DISTRIB","RESTR","A","2013",0.08,
"KGZ","FDIRESTR","DISTRIB","RESTR","A","2014",0.08,
"KGZ","FDIRESTR","DISTRIB","RESTR","A","2015",0.08,
"KGZ","FDIRESTR","DISTRIB","RESTR","A","2016",0.08,
"KGZ","FDIRESTR","DISTRIB","RESTR","A","2017",0.08,
"KGZ","FDIRESTR","DISTRIB","RESTR","A","2018",0.08,
"KGZ","FDIRESTR","DISTRIB","RESTR","A","2019",0.08,
"MNG","FDIRESTR","DISTRIB","RESTR","A","2012",0.05,
"MNG","FDIRESTR","DISTRIB","RESTR","A","2013",0.06,
"MNG","FDIRESTR","DISTRIB","RESTR","A","2014",0.06,
"MNG","FDIRESTR","DISTRIB","RESTR","A","2015",0.06,
"MNG","FDIRESTR","DISTRIB","RESTR","A","2016",0.06,
"MNG","FDIRESTR","DISTRIB","RESTR","A","2017",0.06,
"MNG","FDIRESTR","DISTRIB","RESTR","A","2018",0.06,
"MNG","FDIRESTR","DISTRIB","RESTR","A","2019",0.06,
"MAR","FDIRESTR","DISTRIB","RESTR","A","2010",0,
"MAR","FDIRESTR","DISTRIB","RESTR","A","2011",0,
"MAR","FDIRESTR","DISTRIB","RESTR","A","2012",0,
"MAR","FDIRESTR","DISTRIB","RESTR","A","2013",0,
"MAR","FDIRESTR","DISTRIB","RESTR","A","2014",0,
"MAR","FDIRESTR","DISTRIB","RESTR","A","2015",0,
"MAR","FDIRESTR","DISTRIB","RESTR","A","2016",0,
"MAR","FDIRESTR","DISTRIB","RESTR","A","2017",0,
"MAR","FDIRESTR","DISTRIB","RESTR","A","2018",0,
"MAR","FDIRESTR","DISTRIB","RESTR","A","2019",0,
"MMR","FDIRESTR","DISTRIB","RESTR","A","2013",0.579,
"MMR","FDIRESTR","DISTRIB","RESTR","A","2014",0.523,
"MMR","FDIRESTR","DISTRIB","RESTR","A","2015",0.504,
"MMR","FDIRESTR","DISTRIB","RESTR","A","2016",0.494,
"MMR","FDIRESTR","DISTRIB","RESTR","A","2017",0.285,
"MMR","FDIRESTR","DISTRIB","RESTR","A","2018",0.041,
"MMR","FDIRESTR","DISTRIB","RESTR","A","2019",0.041,
"TUN","FDIRESTR","DISTRIB","RESTR","A","2010",0.25,
"TUN","FDIRESTR","DISTRIB","RESTR","A","2011",0.25,
"TUN","FDIRESTR","DISTRIB","RESTR","A","2012",0.25,
"TUN","FDIRESTR","DISTRIB","RESTR","A","2013",0.25,
"TUN","FDIRESTR","DISTRIB","RESTR","A","2014",0.25,
"TUN","FDIRESTR","DISTRIB","RESTR","A","2015",0.25,
"TUN","FDIRESTR","DISTRIB","RESTR","A","2016",0.25,
"TUN","FDIRESTR","DISTRIB","RESTR","A","2017",0.25,
"TUN","FDIRESTR","DISTRIB","RESTR","A","2018",0.25,
"TUN","FDIRESTR","DISTRIB","RESTR","A","2019",0.25,
"PHL","FDIRESTR","DISTRIB","RESTR","A","2003",0.203,
"PHL","FDIRESTR","DISTRIB","RESTR","A","2006",0.203,
"PHL","FDIRESTR","DISTRIB","RESTR","A","2010",0.203,
"PHL","FDIRESTR","DISTRIB","RESTR","A","2011",0.153,
"PHL","FDIRESTR","DISTRIB","RESTR","A","2012",0.153,
"PHL","FDIRESTR","DISTRIB","RESTR","A","2013",0.153,
"PHL","FDIRESTR","DISTRIB","RESTR","A","2014",0.153,
"PHL","FDIRESTR","DISTRIB","RESTR","A","2015",0.153,
"PHL","FDIRESTR","DISTRIB","RESTR","A","2016",0.153,
"PHL","FDIRESTR","DISTRIB","RESTR","A","2017",0.153,
"PHL","FDIRESTR","DISTRIB","RESTR","A","2018",0.153,
"PHL","FDIRESTR","DISTRIB","RESTR","A","2019",0.153,
"KHM","FDIRESTR","DISTRIB","RESTR","A","2016",0.01,
"KHM","FDIRESTR","DISTRIB","RESTR","A","2017",0.01,
"KHM","FDIRESTR","DISTRIB","RESTR","A","2018",0.01,
"KHM","FDIRESTR","DISTRIB","RESTR","A","2019",0.01,
"LAO","FDIRESTR","DISTRIB","RESTR","A","2016",0.368,
"LAO","FDIRESTR","DISTRIB","RESTR","A","2017",0.368,
"LAO","FDIRESTR","DISTRIB","RESTR","A","2018",0.368,
"LAO","FDIRESTR","DISTRIB","RESTR","A","2019",0.368,
"VNM","FDIRESTR","DISTRIB","RESTR","A","2003",0.4,
"VNM","FDIRESTR","DISTRIB","RESTR","A","2006",0.25,
"VNM","FDIRESTR","DISTRIB","RESTR","A","2010",0.308,
"VNM","FDIRESTR","DISTRIB","RESTR","A","2011",0.308,
"VNM","FDIRESTR","DISTRIB","RESTR","A","2012",0.308,
"VNM","FDIRESTR","DISTRIB","RESTR","A","2013",0.305,
"VNM","FDIRESTR","DISTRIB","RESTR","A","2014",0.305,
"VNM","FDIRESTR","DISTRIB","RESTR","A","2015",0.155,
"VNM","FDIRESTR","DISTRIB","RESTR","A","2016",0.155,
"VNM","FDIRESTR","DISTRIB","RESTR","A","2017",0.155,
"VNM","FDIRESTR","DISTRIB","RESTR","A","2018",0.126,
"VNM","FDIRESTR","DISTRIB","RESTR","A","2019",0.126,
"ALB","FDIRESTR","DISTRIB","RESTR","A","2017",0.03,
"ALB","FDIRESTR","DISTRIB","RESTR","A","2018",0.03,
"ALB","FDIRESTR","DISTRIB","RESTR","A","2019",0.03,
"BIH","FDIRESTR","DISTRIB","RESTR","A","2017",0.03,
"BIH","FDIRESTR","DISTRIB","RESTR","A","2018",0.03,
"BIH","FDIRESTR","DISTRIB","RESTR","A","2019",0.03,
"MKD","FDIRESTR","DISTRIB","RESTR","A","2017",0.014,
"MKD","FDIRESTR","DISTRIB","RESTR","A","2018",0.014,
"MKD","FDIRESTR","DISTRIB","RESTR","A","2019",0.014,
"SRB","FDIRESTR","DISTRIB","RESTR","A","2017",0.03,
"SRB","FDIRESTR","DISTRIB","RESTR","A","2018",0.03,
"SRB","FDIRESTR","DISTRIB","RESTR","A","2019",0.03,
"MNE","FDIRESTR","DISTRIB","RESTR","A","2017",0,
"MNE","FDIRESTR","DISTRIB","RESTR","A","2018",0,
"MNE","FDIRESTR","DISTRIB","RESTR","A","2019",0,
"HRV","FDIRESTR","DISTRIB","RESTR","A","2018",0.014,
"HRV","FDIRESTR","DISTRIB","RESTR","A","2019",0.014,
"ARM","FDIRESTR","DISTRIB","RESTR","A","2018",0,
"ARM","FDIRESTR","DISTRIB","RESTR","A","2019",0,
"DZA","FDIRESTR","DISTRIB","RESTR","A","2019",0.575,
"AZE","FDIRESTR","DISTRIB","RESTR","A","2019",0.01,
"BLR","FDIRESTR","DISTRIB","RESTR","A","2019",0.015,
"BRN","FDIRESTR","DISTRIB","RESTR","A","2018",0,
"BRN","FDIRESTR","DISTRIB","RESTR","A","2019",0,
"GEO","FDIRESTR","DISTRIB","RESTR","A","2019",0,
"LBN","FDIRESTR","DISTRIB","RESTR","A","2019",0.26,
"LBY","FDIRESTR","DISTRIB","RESTR","A","2019",1,
"MDA","FDIRESTR","DISTRIB","RESTR","A","2019",0.05,
"PSE","FDIRESTR","DISTRIB","RESTR","A","2019",0.5,
"SGP","FDIRESTR","DISTRIB","RESTR","A","2018",0,
"SGP","FDIRESTR","DISTRIB","RESTR","A","2019",0.013,
"TJK","FDIRESTR","DISTRIB","RESTR","A","2019",0.03,
"THA","FDIRESTR","DISTRIB","RESTR","A","2003",0.098,
"THA","FDIRESTR","DISTRIB","RESTR","A","2006",0.098,
"THA","FDIRESTR","DISTRIB","RESTR","A","2010",0.098,
"THA","FDIRESTR","DISTRIB","RESTR","A","2011",0.098,
"THA","FDIRESTR","DISTRIB","RESTR","A","2012",0.098,
"THA","FDIRESTR","DISTRIB","RESTR","A","2013",0.098,
"THA","FDIRESTR","DISTRIB","RESTR","A","2014",0.098,
"THA","FDIRESTR","DISTRIB","RESTR","A","2015",0.098,
"THA","FDIRESTR","DISTRIB","RESTR","A","2016",0.098,
"THA","FDIRESTR","DISTRIB","RESTR","A","2017",0.073,
"THA","FDIRESTR","DISTRIB","RESTR","A","2018",0.073,
"THA","FDIRESTR","DISTRIB","RESTR","A","2019",0.073,
"URY","FDIRESTR","DISTRIB","RESTR","A","2019",0,
"UZB","FDIRESTR","DISTRIB","RESTR","A","2019",0.024,
